gender,field_choices,health_condition,exam_result
Male,"Business,Social Science,Agriculture",Physical Disability,97
Male,"Health Science,Arts,Engineering",Visual Impairment,64
Male,"Computer Science,Health Science,Education",None,77
Male,"Agriculture,Engineering",None,77
Male,"Sciences,Natural Science",Visual Impairment,51
Male,"Law,Natural Science,Business",Hearing Impairment,67
Female,"Sciences,Natural Science",Visual Impairment,61
Male,Law,Physical Disability,67
Female,"Business,Health Science,Arts",Hearing Impairment,55
Male,Natural Science,Visual Impairment,76
Female,"Natural Science,Agriculture",Hearing Impairment,75
Female,Law,Hearing Impairment,59
Female,"Education,Agriculture",None,53
Female,"Natural Science,Law,Business",Visual Impairment,89
Female,"Agriculture,Computer Science,Sciences",Physical Disability,87
Female,Agriculture,Visual Impairment,56
Male,Education,Hearing Impairment,53
Female,"Law,Engineering,Social Science",None,59
Male,"Engineering,Health Science,Natural Science",Visual Impairment,77
Male,"Business,Agriculture",None,86
Female,"Arts,Health Science,Agriculture",None,85
Male,"Agriculture,Social Science",Visual Impairment,53
Female,"Business,Health Science",Physical Disability,74
Female,"Arts,Education",Hearing Impairment,64
Female,Law,Visual Impairment,78
Female,"Law,Education",Visual Impairment,77
Female,"Law,Computer Science,Medicine",Physical Disability,61
Female,"Computer Science,Social Science",Physical Disability,76
Male,Arts,None,59
Female,"Engineering,Medicine",None,91
Female,"Agriculture,Arts,Natural Science",None,96
Female,Education,Physical Disability,99
Male,Sciences,Visual Impairment,75
Female,Law,Visual Impairment,53
Male,"Natural Science,Social Science",Physical Disability,54
Male,Computer Science,None,73
Male,"Engineering,Law,Natural Science",Hearing Impairment,70
Male,"Social Science,Health Science",None,56
Male,Law,Visual Impairment,57
Male,"Sciences,Business,Medicine",Hearing Impairment,97
Female,Natural Science,None,71
Female,"Engineering,Education,Computer Science",Physical Disability,55
Male,"Computer Science,Social Science,Engineering",Visual Impairment,86
Male,Social Science,Hearing Impairment,76
Female,Health Science,Visual Impairment,69
Female,"Arts,Social Science,Law",Visual Impairment,83
Female,Law,None,100
Female,"Law,Social Science,Education",Visual Impairment,56
Male,"Agriculture,Education,Arts",Visual Impairment,93
Male,"Agriculture,Medicine,Law",None,60
Female,"Sciences,Health Science,Engineering",Hearing Impairment,91
Male,"Social Science,Arts,Business",None,91
Male,"Natural Science,Sciences",Physical Disability,93
Male,"Arts,Social Science",None,97
Male,"Engineering,Social Science",None,57
Male,"Education,Arts",None,87
Female,"Sciences,Agriculture,Computer Science",None,96
Female,"Engineering,Sciences,Agriculture",Physical Disability,64
Male,"Engineering,Medicine",Visual Impairment,100
Female,Engineering,Hearing Impairment,100
Female,"Agriculture,Education",Physical Disability,68
Female,"Social Science,Arts",None,95
Male,Health Science,None,91
Female,"Education,Business",Visual Impairment,54
Male,Engineering,None,72
Male,"Computer Science,Arts",Physical Disability,62
Female,Sciences,Physical Disability,99
Female,"Agriculture,Engineering,Law",Hearing Impairment,52
Female,"Sciences,Arts",None,92
Male,"Education,Computer Science,Social Science",Physical Disability,76
Female,"Engineering,Sciences,Natural Science",Hearing Impairment,97
Male,"Medicine,Arts",Visual Impairment,100
Male,"Medicine,Natural Science",Visual Impairment,53
Female,"Education,Health Science,Medicine",Physical Disability,99
Male,"Arts,Computer Science,Law",None,55
Female,"Social Science,Arts",Hearing Impairment,50
Male,Social Science,Visual Impairment,68
Female,"Sciences,Arts",Visual Impairment,50
Male,"Business,Computer Science,Education",Hearing Impairment,89
Female,Law,Physical Disability,93
Female,"Law,Agriculture",None,80
Female,"Natural Science,Social Science",Visual Impairment,93
Female,"Business,Computer Science",Physical Disability,58
Female,"Social Science,Arts",Hearing Impairment,80
Male,"Engineering,Arts",None,67
Male,"Engineering,Arts",Physical Disability,50
Female,"Social Science,Law",Visual Impairment,79
Male,"Education,Engineering,Medicine",None,64
Male,Computer Science,None,80
Male,Education,Visual Impairment,60
Female,"Education,Business",Physical Disability,85
Male,Social Science,Visual Impairment,90
Male,Computer Science,Physical Disability,92
Male,Arts,None,73
Female,"Computer Science,Natural Science,Agriculture",Visual Impairment,83
Male,Agriculture,Visual Impairment,79
Female,"Social Science,Health Science,Natural Science",Physical Disability,86
Male,"Arts,Business,Agriculture",Physical Disability,98
Female,"Engineering,Computer Science",Visual Impairment,96
Male,"Law,Agriculture",None,95
Female,Social Science,None,69
Male,"Law,Agriculture",Hearing Impairment,78
Male,"Agriculture,Business",Visual Impairment,55
Male,Medicine,Physical Disability,87
Female,"Engineering,Health Science,Computer Science",Physical Disability,88
Female,"Social Science,Medicine",Physical Disability,85
Male,"Health Science,Arts,Social Science",None,83
Female,Agriculture,Hearing Impairment,92
Female,"Medicine,Law,Social Science",Hearing Impairment,81
Male,Computer Science,Physical Disability,51
Male,Education,Visual Impairment,78
Male,Business,Visual Impairment,56
Male,Computer Science,Visual Impairment,83
Female,"Arts,Education",None,79
Female,Health Science,None,76
Male,"Engineering,Business,Health Science",Hearing Impairment,89
Female,"Law,Arts",None,78
Male,"Engineering,Social Science",None,95
Female,"Computer Science,Education",None,63
Female,Engineering,None,96
Female,"Computer Science,Education",Visual Impairment,100
Female,"Sciences,Medicine",Hearing Impairment,87
Male,"Sciences,Arts,Engineering",Visual Impairment,80
Female,"Agriculture,Natural Science",Physical Disability,55
Female,"Engineering,Health Science",Visual Impairment,62
Male,"Engineering,Law,Social Science",Physical Disability,60
Male,"Engineering,Health Science,Agriculture",None,58
Female,"Business,Agriculture",Hearing Impairment,54
Male,"Business,Social Science,Computer Science",Hearing Impairment,59
Female,Computer Science,Hearing Impairment,89
Female,Engineering,Hearing Impairment,55
Male,Natural Science,Hearing Impairment,75
Female,Agriculture,Visual Impairment,54
Male,Law,Physical Disability,64
Male,"Medicine,Health Science,Social Science",Physical Disability,97
Female,"Education,Computer Science",Hearing Impairment,76
Male,Engineering,Physical Disability,50
Female,Education,Visual Impairment,64
Male,"Law,Health Science,Business",Visual Impairment,91
Female,"Law,Arts",None,73
Male,"Social Science,Education,Business",None,79
Female,Health Science,Hearing Impairment,58
Male,"Health Science,Engineering",Hearing Impairment,84
Female,"Computer Science,Business,Arts",None,80
Male,"Agriculture,Computer Science",None,86
Female,"Computer Science,Education",Hearing Impairment,61
Female,Natural Science,Physical Disability,98
Female,"Computer Science,Agriculture",Visual Impairment,70
Female,"Education,Health Science",Visual Impairment,73
Male,"Law,Health Science,Engineering",Hearing Impairment,71
Female,"Business,Health Science",Physical Disability,72
Male,Education,Visual Impairment,83
Female,"Natural Science,Health Science",Visual Impairment,66
Male,"Sciences,Business,Medicine",Hearing Impairment,87
Male,"Arts,Education",Visual Impairment,51
Female,"Business,Natural Science,Sciences",None,80
Male,"Sciences,Arts,Education",Hearing Impairment,93
Male,"Business,Health Science",Physical Disability,76
Male,"Arts,Natural Science,Medicine",Visual Impairment,87
Male,"Agriculture,Arts",Hearing Impairment,53
Female,"Education,Engineering",Hearing Impairment,69
Male,"Natural Science,Social Science,Health Science",Physical Disability,88
Female,Natural Science,Physical Disability,67
Female,Medicine,Visual Impairment,60
Female,"Sciences,Health Science",None,59
Female,"Social Science,Health Science",Physical Disability,81
Female,"Medicine,Education",None,99
Male,Medicine,None,76
Male,Law,Hearing Impairment,83
Female,"Health Science,Sciences,Agriculture",None,71
Male,"Natural Science,Medicine,Engineering",Physical Disability,61
Male,"Health Science,Law",Physical Disability,97
Female,"Business,Computer Science,Law",Physical Disability,59
Female,"Agriculture,Natural Science",None,70
Male,"Natural Science,Sciences",Hearing Impairment,77
Male,"Medicine,Arts,Sciences",Visual Impairment,85
Male,"Sciences,Social Science",Visual Impairment,79
Female,Computer Science,None,86
Female,"Natural Science,Business,Agriculture",Hearing Impairment,52
Male,"Social Science,Education,Medicine",None,65
Male,Agriculture,None,70
Female,"Health Science,Computer Science",None,83
Male,"Social Science,Agriculture",None,61
Male,"Engineering,Agriculture",Visual Impairment,78
Male,"Arts,Education",None,93
Male,"Natural Science,Business,Education",None,99
Female,Law,None,95
Female,"Health Science,Medicine,Computer Science",Visual Impairment,55
Male,"Arts,Business,Computer Science",Hearing Impairment,97
Female,Sciences,Visual Impairment,51
Male,"Education,Engineering",None,77
Female,"Health Science,Medicine",Physical Disability,79
Male,"Engineering,Medicine",Visual Impairment,69
Male,Medicine,Visual Impairment,77
Male,"Education,Business",Hearing Impairment,99
Female,"Sciences,Health Science,Social Science",Hearing Impairment,64
Male,Social Science,Physical Disability,89
Male,"Natural Science,Medicine,Agriculture",Hearing Impairment,84
Male,"Agriculture,Social Science",Hearing Impairment,74
Female,Law,Physical Disability,72
Female,"Agriculture,Business",Physical Disability,69
Female,"Sciences,Agriculture",Visual Impairment,52
Male,"Arts,Law,Business",Hearing Impairment,50
Male,"Law,Sciences",Visual Impairment,87
Male,"Health Science,Social Science",Hearing Impairment,58
Male,"Law,Social Science,Business",None,65
Male,"Computer Science,Business",None,59
Female,"Health Science,Natural Science",None,99
Male,"Arts,Education,Sciences",None,99
Male,Medicine,None,95
Male,Engineering,Hearing Impairment,69
Male,"Education,Medicine",Visual Impairment,92
Male,Business,None,61
Female,"Education,Law,Medicine",Visual Impairment,70
Male,"Sciences,Computer Science,Health Science",Physical Disability,62
Male,"Arts,Business,Sciences",Visual Impairment,78
Female,"Computer Science,Law",Visual Impairment,81
Female,Health Science,Physical Disability,59
Female,"Engineering,Natural Science",None,86
Female,"Social Science,Engineering,Arts",Physical Disability,75
Female,"Medicine,Agriculture,Sciences",None,91
Male,"Social Science,Medicine,Engineering",Visual Impairment,67
Female,Social Science,Visual Impairment,51
Male,"Law,Social Science,Natural Science",Physical Disability,96
Male,"Engineering,Law",Hearing Impairment,83
Male,"Social Science,Medicine",Hearing Impairment,78
Female,Agriculture,Hearing Impairment,79
Male,Computer Science,None,83
Female,Medicine,Hearing Impairment,53
Female,"Computer Science,Natural Science",Visual Impairment,73
Female,Computer Science,Visual Impairment,86
Female,"Business,Social Science",None,86
Female,Health Science,Visual Impairment,63
Male,"Arts,Health Science",Physical Disability,83
Female,"Law,Agriculture,Arts",Visual Impairment,91
Male,Natural Science,Visual Impairment,63
Male,"Agriculture,Arts,Health Science",Physical Disability,81
Male,"Agriculture,Law",Visual Impairment,55
Female,"Computer Science,Engineering",Physical Disability,71
Female,"Social Science,Health Science",Visual Impairment,75
Female,"Law,Business",Visual Impairment,50
Female,"Engineering,Natural Science",Physical Disability,76
Female,"Arts,Medicine",Hearing Impairment,62
Male,"Agriculture,Arts,Engineering",None,52
Male,"Business,Medicine,Sciences",Hearing Impairment,59
Female,"Business,Social Science,Computer Science",Hearing Impairment,67
Female,Arts,Hearing Impairment,63
Female,Medicine,Visual Impairment,62
Male,Agriculture,None,74
Female,Arts,Visual Impairment,61
Male,Medicine,Hearing Impairment,91
Female,"Business,Health Science,Computer Science",Hearing Impairment,73
Male,Natural Science,Hearing Impairment,92
Female,Medicine,None,57
Male,"Social Science,Engineering",None,75
Female,"Medicine,Engineering",Hearing Impairment,100
Male,"Medicine,Arts",Hearing Impairment,58
Male,"Social Science,Computer Science",Hearing Impairment,74
Male,"Medicine,Business",None,53
Male,"Business,Law",Hearing Impairment,67
Female,Agriculture,Visual Impairment,72
Male,"Engineering,Law",Physical Disability,63
Male,"Sciences,Medicine,Education",Hearing Impairment,84
Male,"Natural Science,Business,Medicine",None,65
Male,Arts,Hearing Impairment,51
Male,"Sciences,Health Science",None,52
Male,"Engineering,Social Science,Business",Visual Impairment,67
Male,Education,Physical Disability,78
Female,"Engineering,Arts",Visual Impairment,88
Male,"Natural Science,Agriculture,Business",Physical Disability,84
Male,Law,Physical Disability,63
Male,"Arts,Engineering",Hearing Impairment,99
Male,"Sciences,Law",Hearing Impairment,80
Female,"Medicine,Social Science",Physical Disability,66
Male,Sciences,Visual Impairment,65
Male,"Business,Engineering,Health Science",Physical Disability,52
Male,"Business,Agriculture,Education",Visual Impairment,92
Female,Natural Science,Hearing Impairment,59
Male,"Computer Science,Arts,Agriculture",None,79
Female,"Computer Science,Health Science,Engineering",None,77
Female,"Computer Science,Natural Science",Hearing Impairment,54
Male,"Engineering,Natural Science,Health Science",Physical Disability,73
Female,Natural Science,Hearing Impairment,90
Female,"Agriculture,Business",None,81
Female,"Law,Medicine",Hearing Impairment,77
Female,"Social Science,Law",Physical Disability,67
Male,Agriculture,Hearing Impairment,64
Male,Computer Science,Visual Impairment,71
Female,"Computer Science,Engineering,Sciences",Physical Disability,99
Female,"Arts,Law",Hearing Impairment,80
Male,"Arts,Education",Hearing Impairment,54
